Date,Station,Entries
3/26/2023,Dunn Loring,1.0
3/28/2023,Foggy Bottom-GWU,2576.0
3/28/2023,Waterfront,564.0
3/28/2023,Eastern Market,441.0
3/28/2023,Anacostia,1049.0
3/28/2023,Morgan Boulevard,21.0
3/28/2023,Wheaton,123.0
3/28/2023,Capitol Heights,625.0
3/28/2023,Foggy Bottom-GWU,6893.0
3/28/2023,Eisenhower Ave,252.0
3/28/2023,Farragut North,7290.0
3/28/2023,Ronald Reagan Washington National Airport,1370.0
3/28/2023,Capitol South,3773.0
3/28/2023,Federal Center SW,1728.0
3/28/2023,Metro Center,2923.0
3/28/2023,Friendship Heights,1085.0
3/28/2023,Georgia Ave-Petworth,845.0
3/28/2023,Pentagon,1409.0
3/28/2023,Eastern Market,987.0
3/28/2023,U Street,762.0
3/28/2023,Takoma,124.0
3/28/2023,New Carrollton,1696.0
3/27/2023,Capitol South,0.0
3/28/2023,East Falls Church,138.0
3/28/2023,Eisenhower Ave,63.0
3/27/2023,Deanwood,10.0
3/27/2023,Arlington Cemetery,1.0
3/27/2023,Suitland,0.0
3/27/2023,Shady Grove,18.0
3/27/2023,Crystal City,6.0
3/27/2023,Ballston-MU,16.0
3/27/2023,Capitol Heights,21.0
3/27/2023,Landover,5.0
3/27/2023,Eastern Market,0.0
3/29/2023,Rhode Island Ave,925.0
3/29/2023,Minnesota Ave,336.0
3/29/2023,Ballston-MU,1260.0
3/29/2023,Potomac Ave,557.0
3/29/2023,Southern Ave,206.0
3/29/2023,Wiehle-Reston East,460.0
3/29/2023,Tysons,293.0
3/29/2023,Court House,1581.0
3/29/2023,Shaw-Howard U,748.0
3/29/2023,Gallery Place,756.0
3/29/2023,Glenmont,2050.0
3/29/2023,Grosvenor-Strathmore,1337.0
3/29/2023,Takoma,1499.0
3/29/2023,Van Dorn Street,279.0
3/29/2023,U Street,808.0
3/28/2023,Glenmont,19.0
3/28/2023,Smithsonian,9.0
3/29/2023,Court House,301.0
3/29/2023,Columbia Heights,743.0
3/29/2023,McLean,128.0
3/29/2023,Deanwood,46.0
3/29/2023,McLean,793.0
3/29/2023,Friendship Heights,343.0
3/29/2023,Hyattsville Crossing,169.0
3/29/2023,Spring Hill,51.0
3/29/2023,Congress Heights,64.0
3/28/2023,Virginia Sq-GMU,4.0
3/28/2023,Southern Ave,2.0
3/29/2023,Arlington Cemetery,1.0
3/30/2023,Waterfront,744.0
3/30/2023,Farragut North,6512.0
3/30/2023,Smithsonian,5605.0
3/30/2023,Van Dorn Street,196.0
3/30/2023,Morgan Boulevard,508.0
3/30/2023,Shady Grove,2997.0
3/30/2023,Rosslyn,1805.0
3/30/2023,Tysons,431.0
3/30/2023,Congress Heights,376.0
3/30/2023,Farragut North,631.0
3/30/2023,Ronald Reagan Washington National Airport,498.0
3/30/2023,Congress Heights,248.0
3/30/2023,Braddock Road,120.0
3/29/2023,Ronald Reagan Washington National Airport,7.0
3/29/2023,Foggy Bottom-GWU,16.0
3/30/2023,Mt Vernon Sq,858.0
3/30/2023,Archives,499.0
3/30/2023,Rhode Island Ave,336.0
3/30/2023,Arlington Cemetery,49.0
3/30/2023,Arlington Cemetery,0.0
3/29/2023,King St-Old Town,7.0
3/29/2023,Mt Vernon Sq,10.0
3/29/2023,Branch Ave,7.0
3/29/2023,Wheaton,3.0
3/29/2023,West Falls Church,28.0
3/31/2023,Archives,675.0
3/31/2023,West Hyattsville,507.0
3/31/2023,Smithsonian,205.0
3/31/2023,Clarendon,568.0
3/31/2023,NoMa-Gallaudet U,1923.0
3/31/2023,Bethesda,1241.0
3/31/2023,Ronald Reagan Washington National Airport,1484.0
3/31/2023,U Street,1293.0
3/31/2023,Ballston-MU,1352.0
3/31/2023,New Carrollton,1125.0
3/31/2023,Navy Yard-Ballpark,851.0
3/31/2023,North Bethesda,459.0
3/31/2023,Eisenhower Ave,332.0
3/30/2023,Fort Totten,29.0
3/31/2023,Forest Glen,222.0
3/30/2023,Tenleytown-AU,2.0
3/30/2023,Ronald Reagan Washington National Airport,11.0
3/30/2023,Southern Ave,0.0
3/31/2023,Metro Center,3800.0
3/31/2023,Pentagon City,901.0
3/31/2023,Shady Grove,201.0
3/31/2023,Dunn Loring,140.0
3/31/2023,Capitol South,21.0
3/31/2023,Fort Totten,15.0
3/31/2023,Minnesota Ave,3.0
3/30/2023,Greensboro,1.0
3/31/2023,Cheverly,0.0
3/2/2023,Loudoun Gateway,54.0
3/7/2023,Loudoun Gateway,44.0
3/6/2023,Loudoun Gateway,154.0
3/1/2023,Farragut North,6809.0
3/1/2023,Columbia Heights,2097.0
3/1/2023,Pentagon City,1326.0
3/1/2023,Federal Center SW,1398.0
3/1/2023,Wiehle-Reston East,330.0
3/1/2023,Ballston-MU,2122.0
3/1/2023,Navy Yard-Ballpark,1351.0
3/1/2023,Wiehle-Reston East,977.0
3/1/2023,NoMa-Gallaudet U,2414.0
3/1/2023,Tenleytown-AU,811.0
3/1/2023,Ronald Reagan Washington National Airport,1414.0
3/1/2023,Glenmont,589.0
3/1/2023,Spring Hill,117.0
3/1/2023,Ballston-MU,560.0
3/1/2023,Columbia Heights,663.0
3/1/2023,Franconia-Springfield,105.0
3/1/2023,Fort Totten,1216.0
3/1/2023,Landover,132.0
3/1/2023,McLean,154.0
3/1/2023,Branch Ave,288.0
3/1/2023,College Park-U of Md,283.0
3/1/2023,Eisenhower Ave,59.0
3/1/2023,Franconia-Springfield,1897.0
3/1/2023,Cheverly,268.0
3/1/2023,Pentagon,1194.0
3/1/2023,Cheverly,72.0
3/1/2023,Farragut West,14.0
3/1/2023,Morgan Boulevard,12.0
3/1/2023,Braddock Road,17.0
3/2/2023,Friendship Heights,305.0
3/2/2023,Farragut West,665.0
3/2/2023,Wiehle-Reston East,870.0
3/2/2023,Landover,23.0
3/2/2023,Ronald Reagan Washington National Airport,853.0
3/2/2023,Bethesda,465.0
3/2/2023,Tenleytown-AU,588.0
3/2/2023,Glenmont,563.0
3/2/2023,Branch Ave,338.0
3/2/2023,Union Station,2350.0
3/2/2023,L'Enfant Plaza,1339.0
3/2/2023,Dunn Loring,817.0
3/2/2023,Pentagon,1228.0
3/2/2023,Van Ness-UDC,728.0
3/2/2023,Clarendon,925.0
3/2/2023,Franconia-Springfield,1753.0
3/2/2023,Fort Totten,2599.0
3/2/2023,Capitol South,914.0
3/2/2023,Stadium-Armory,378.0
3/2/2023,Georgia Ave-Petworth,889.0
3/2/2023,Dupont Circle,3452.0
3/2/2023,Smithsonian,1987.0
3/2/2023,Virginia Sq-GMU,555.0
3/2/2023,Court House,900.0
3/2/2023,Greensboro,115.0
3/2/2023,Greenbelt,91.0
3/2/2023,Dupont Circle,33.0
3/2/2023,Braddock Road,7.0
3/2/2023,Pentagon City,7.0
3/2/2023,Eisenhower Ave,200.0
3/2/2023,Ronald Reagan Washington National Airport,12.0
3/2/2023,Brookland-CUA,2.0
3/1/2023,Landover,8.0
3/1/2023,Glenmont,5.0
3/2/2023,Anacostia,4.0
3/1/2023,West Hyattsville,1.0
3/2/2023,Tysons,3.0
3/2/2023,Potomac Ave,4.0
3/2/2023,Branch Ave,9.0
3/3/2023,Federal Center SW,865.0
3/3/2023,Federal Triangle,1785.0
3/3/2023,Rosslyn,1927.0
3/3/2023,Morgan Boulevard,91.0
3/4/2023,College Park-U of Md,499.0
3/4/2023,Capitol South,732.0
3/4/2023,Hyattsville Crossing,409.0
3/4/2023,Wiehle-Reston East,252.0
3/4/2023,Wheaton,500.0
3/4/2023,Bethesda,1041.0
3/3/2023,Greenbelt,930.0
3/3/2023,Capitol South,485.0
3/3/2023,Van Ness-UDC,673.0
3/3/2023,Stadium-Armory,275.0
3/3/2023,Eastern Market,691.0
3/3/2023,Foggy Bottom-GWU,4586.0
3/4/2023,Pentagon City,1585.0
3/4/2023,Federal Triangle,893.0
3/4/2023,Foggy Bottom-GWU,2036.0
3/3/2023,West Falls Church,335.0
3/3/2023,McLean,144.0
3/3/2023,Fort Totten,2143.0
3/3/2023,Federal Triangle,681.0
3/4/2023,Shady Grove,1241.0
3/4/2023,Tysons,455.0
3/3/2023,Arlington Cemetery,194.0
3/4/2023,West Falls Church,49.0
3/4/2023,Spring Hill,93.0
3/4/2023,Farragut West,614.0
3/4/2023,Van Dorn Street,53.0
3/4/2023,Capitol South,157.0
3/5/2023,Addison Road,362.0
3/5/2023,Branch Ave,389.0
3/5/2023,Rosslyn,1002.0
3/5/2023,L'Enfant Plaza,477.0
3/5/2023,Medical Center,170.0
3/5/2023,Smithsonian,3343.0
3/3/2023,Rosslyn,590.0
3/3/2023,Wiehle-Reston East,83.0
3/3/2023,New Carrollton,95.0
3/3/2023,Virginia Sq-GMU,175.0
3/3/2023,Shady Grove,174.0
3/5/2023,Vienna,1041.0
3/5/2023,Clarendon,200.0
3/5/2023,Foggy Bottom-GWU,1014.0
3/5/2023,Downtown Largo,
3/5/2023,Vienna,109.0
3/5/2023,Huntington,68.0
3/5/2023,Van Dorn Street,67.0
3/5/2023,Mt Vernon Sq,91.0
3/5/2023,Federal Center SW,338.0
3/3/2023,Capitol Heights,46.0
3/3/2023,Shaw-Howard U,507.0
3/5/2023,Morgan Boulevard,0.0
3/5/2023,Arlington Cemetery,421.0
3/5/2023,Cleveland Park,588.0
3/5/2023,Federal Triangle,633.0
3/4/2023,Dunn Loring,4.0
3/5/2023,Hyattsville Crossing,82.0
3/5/2023,Arlington Cemetery,6.0
3/4/2023,Shaw-Howard U,40.0
3/5/2023,Federal Triangle,108.0
3/4/2023,Georgia Ave-Petworth,250.0
3/4/2023,Union Station,296.0
3/3/2023,U Street,184.0
3/3/2023,Silver Spring,24.0
3/4/2023,Franconia-Springfield,239.0
3/3/2023,Clarendon,45.0
3/4/2023,Medical Center,48.0
3/4/2023,Clarendon,109.0
3/4/2023,Farragut West,178.0
3/4/2023,Naylor Road,84.0
3/4/2023,Virginia Sq-GMU,124.0
3/3/2023,Shady Grove,5.0
3/3/2023,Franconia-Springfield,6.0
3/3/2023,Federal Triangle,10.0
3/4/2023,Ashburn,98.0
3/4/2023,Loudoun Gateway,10.0
3/4/2023,Dulles Airport,149.0
3/4/2023,Innovation Center,61.0
3/4/2023,Herndon,64.0
3/4/2023,Reston Town Center,32.0
3/4/2023,Vienna,263.0
3/4/2023,Wiehle-Reston East,117.0
3/4/2023,Dunn Loring,110.0
3/4/2023,Greensboro,26.0
3/4/2023,Tysons,38.0
3/4/2023,West Falls Church,65.0
3/4/2023,McLean,49.0
3/4/2023,Shady Grove,481.0
3/4/2023,East Falls Church,177.0
3/4/2023,Rockville,140.0
3/4/2023,Ballston-MU,332.0
3/4/2023,Twinbrook,183.0
3/4/2023,North Bethesda,95.0
3/4/2023,Grosvenor-Strathmore,123.0
3/4/2023,Court House,199.0
3/4/2023,Rosslyn,400.0
3/4/2023,Bethesda,191.0
3/4/2023,Van Dorn Street,107.0
3/4/2023,Friendship Heights,155.0
3/4/2023,Tenleytown-AU,145.0
3/4/2023,Arlington Cemetery,28.0
3/4/2023,Van Ness-UDC,154.0
3/4/2023,Foggy Bottom-GWU,348.0
3/4/2023,Cleveland Park,126.0
3/4/2023,Pentagon City,318.0
3/4/2023,Woodley Park,196.0
3/4/2023,Pentagon,142.0
3/4/2023,Dupont Circle,258.0
3/4/2023,Crystal City,739.0
3/4/2023,McPherson Sq,164.0
3/4/2023,King St-Old Town,225.0
3/4/2023,Braddock Road,107.0
3/4/2023,Eisenhower Ave,45.0
3/4/2023,Huntington,256.0
3/4/2023,Smithsonian,52.0
3/4/2023,Federal Triangle,18.0
3/4/2023,Columbia Heights,492.0
3/4/2023,Glenmont,287.0
3/4/2023,Silver Spring,447.0
3/4/2023,Wheaton,153.0
3/4/2023,Forest Glen,73.0
3/4/2023,Takoma,212.0
3/4/2023,U Street,149.0
3/4/2023,Shaw-Howard U,119.0
3/4/2023,L'Enfant Plaza,187.0
3/4/2023,Archives,27.0
3/4/2023,Gallery Place,189.0
3/4/2023,Mt Vernon Sq,136.0
3/4/2023,Fort Totten,636.0
3/4/2023,Waterfront,130.0
3/4/2023,Federal Center SW,47.0
3/4/2023,Judiciary Square,36.0
3/4/2023,Navy Yard-Ballpark,193.0
3/4/2023,West Hyattsville,296.0
3/4/2023,Capitol South,99.0
3/4/2023,Hyattsville Crossing,258.0
3/4/2023,NoMa-Gallaudet U,357.0
3/4/2023,Brookland-CUA,204.0
3/4/2023,Eastern Market,150.0
3/4/2023,College Park-U of Md,130.0
3/4/2023,Anacostia,204.0
3/4/2023,Potomac Ave,171.0
3/4/2023,Greenbelt,234.0
3/4/2023,Congress Heights,96.0
3/4/2023,Southern Ave,181.0
3/4/2023,Stadium-Armory,119.0
3/4/2023,Suitland,124.0
3/4/2023,Minnesota Ave,89.0
3/4/2023,Branch Ave,144.0
3/4/2023,Deanwood,79.0
3/4/2023,Benning Road,163.0
3/4/2023,Cheverly,33.0
3/4/2023,Capitol Heights,117.0
3/4/2023,Landover,74.0
3/4/2023,New Carrollton,235.0
3/4/2023,Addison Road,243.0
3/4/2023,Morgan Boulevard,51.0
3/4/2023,Downtown Largo,37.0
3/11/2023,Ashburn,65.0
3/11/2023,Loudoun Gateway,26.0
3/11/2023,Dulles Airport,167.0
3/11/2023,Innovation Center,56.0
3/11/2023,Herndon,64.0
3/11/2023,Reston Town Center,43.0
3/11/2023,Wiehle-Reston East,129.0
3/11/2023,Spring Hill,32.0
3/11/2023,Dunn Loring,103.0
3/11/2023,Greensboro,28.0
3/11/2023,Tysons,93.0
3/11/2023,West Falls Church,50.0
3/11/2023,McLean,44.0
3/11/2023,Shady Grove,483.0
3/11/2023,East Falls Church,137.0
3/11/2023,Rockville,157.0
3/11/2023,Ballston-MU,335.0
3/11/2023,Twinbrook,165.0
3/11/2023,Virginia Sq-GMU,90.0
3/11/2023,North Bethesda,91.0
3/11/2023,Clarendon,63.0
3/11/2023,Grosvenor-Strathmore,102.0
3/11/2023,Franconia-Springfield,249.0
3/11/2023,Medical Center,39.0
3/11/2023,Rosslyn,359.0
3/11/2023,Bethesda,251.0
3/11/2023,Van Dorn Street,83.0
3/11/2023,Friendship Heights,164.0
3/11/2023,Tenleytown-AU,136.0
3/11/2023,Arlington Cemetery,14.0
3/11/2023,Cleveland Park,109.0
3/11/2023,Pentagon City,325.0
3/11/2023,Woodley Park,156.0
3/11/2023,Pentagon,140.0
3/11/2023,Farragut West,160.0
3/11/2023,Dupont Circle,287.0
3/11/2023,Crystal City,354.0
3/11/2023,Farragut North,145.0
3/11/2023,McPherson Sq,306.0
3/11/2023,King St-Old Town,262.0
3/11/2023,Ronald Reagan Washington National Airport,273.0
3/11/2023,Braddock Road,133.0
3/11/2023,Eisenhower Ave,52.0
3/11/2023,Huntington,257.0
3/11/2023,Smithsonian,70.0
3/11/2023,Federal Triangle,13.0
3/11/2023,Metro Center,296.0
3/11/2023,Columbia Heights,395.0
3/11/2023,Glenmont,252.0
3/11/2023,Silver Spring,412.0
3/11/2023,Wheaton,179.0
3/11/2023,Takoma,195.0
3/11/2023,U Street,105.0
3/11/2023,Georgia Ave-Petworth,226.0
3/11/2023,Shaw-Howard U,102.0
3/11/2023,Archives,36.0
3/11/2023,Gallery Place,213.0
3/11/2023,Mt Vernon Sq,96.0
3/11/2023,Fort Totten,571.0
3/11/2023,Waterfront,151.0
3/11/2023,Federal Center SW,69.0
3/11/2023,Judiciary Square,47.0
3/11/2023,Navy Yard-Ballpark,262.0
3/11/2023,West Hyattsville,276.0
3/11/2023,Capitol South,86.0
3/11/2023,Hyattsville Crossing,256.0
3/11/2023,Union Station,246.0
3/11/2023,Rhode Island Ave,282.0
3/11/2023,NoMa-Gallaudet U,340.0
3/11/2023,Brookland-CUA,173.0
3/11/2023,College Park-U of Md,106.0
3/11/2023,Anacostia,171.0
3/11/2023,Potomac Ave,126.0
3/11/2023,Greenbelt,319.0
3/11/2023,Congress Heights,109.0
3/11/2023,Southern Ave,177.0
3/11/2023,Stadium-Armory,117.0
3/11/2023,Naylor Road,84.0
3/11/2023,Suitland,162.0
3/11/2023,Minnesota Ave,78.0
3/11/2023,Branch Ave,144.0
3/11/2023,Deanwood,70.0
3/11/2023,Benning Road,176.0
3/11/2023,Cheverly,31.0
3/11/2023,Capitol Heights,95.0
3/11/2023,Landover,70.0
3/11/2023,Addison Road,127.0
3/11/2023,Morgan Boulevard,51.0
3/11/2023,Downtown Largo,91.0
3/18/2023,Ashburn,105.0
3/18/2023,Loudoun Gateway,24.0
3/18/2023,Dulles Airport,176.0
3/18/2023,Innovation Center,78.0
3/18/2023,Herndon,60.0
3/18/2023,Reston Town Center,49.0
3/18/2023,Vienna,546.0
3/18/2023,Wiehle-Reston East,188.0
3/18/2023,Spring Hill,34.0
3/18/2023,Dunn Loring,179.0
3/18/2023,Greensboro,44.0
3/18/2023,Tysons,104.0
3/18/2023,West Falls Church,88.0
3/18/2023,McLean,108.0
3/18/2023,Shady Grove,656.0
3/18/2023,East Falls Church,330.0
3/18/2023,Ballston-MU,699.0
3/18/2023,Twinbrook,245.0
3/18/2023,Virginia Sq-GMU,258.0
3/18/2023,North Bethesda,134.0
3/18/2023,Clarendon,216.0
3/18/2023,Grosvenor-Strathmore,208.0
3/18/2023,Court House,377.0
3/18/2023,Franconia-Springfield,390.0
3/18/2023,Rosslyn,545.0
3/18/2023,Bethesda,342.0
3/18/2023,Van Dorn Street,129.0
3/18/2023,Friendship Heights,248.0
3/18/2023,Tenleytown-AU,129.0
3/18/2023,Arlington Cemetery,40.0
3/18/2023,Van Ness-UDC,217.0
3/18/2023,Foggy Bottom-GWU,531.0
3/18/2023,Cleveland Park,164.0
3/18/2023,Pentagon City,526.0
3/18/2023,Woodley Park,342.0
3/18/2023,Pentagon,199.0
3/18/2023,Farragut West,150.0
3/18/2023,Dupont Circle,485.0
3/18/2023,Crystal City,420.0
3/18/2023,Farragut North,217.0
3/18/2023,McPherson Sq,283.0
3/18/2023,King St-Old Town,363.0
3/18/2023,Ronald Reagan Washington National Airport,314.0
3/18/2023,Braddock Road,190.0
3/18/2023,Eisenhower Ave,106.0
3/18/2023,Huntington,322.0
3/18/2023,Smithsonian,144.0
3/18/2023,Federal Triangle,147.0
3/18/2023,Metro Center,437.0
3/18/2023,Silver Spring,542.0
3/18/2023,Wheaton,182.0
3/18/2023,Forest Glen,97.0
3/18/2023,Takoma,225.0
3/18/2023,U Street,281.0
3/18/2023,Georgia Ave-Petworth,642.0
3/18/2023,Shaw-Howard U,214.0
3/18/2023,L'Enfant Plaza,325.0
3/18/2023,Gallery Place,317.0
3/18/2023,Mt Vernon Sq,135.0
3/18/2023,Fort Totten,726.0
3/18/2023,Waterfront,174.0
3/18/2023,Federal Center SW,181.0
3/18/2023,Judiciary Square,124.0
3/18/2023,Navy Yard-Ballpark,343.0
3/18/2023,West Hyattsville,351.0
3/18/2023,Capitol South,141.0
3/18/2023,Union Station,621.0
3/18/2023,Rhode Island Ave,291.0
3/18/2023,NoMa-Gallaudet U,906.0
3/18/2023,Brookland-CUA,237.0
3/18/2023,Eastern Market,213.0
3/18/2023,College Park-U of Md,253.0
3/18/2023,Anacostia,220.0
3/18/2023,Potomac Ave,215.0
3/18/2023,Greenbelt,383.0
3/18/2023,Congress Heights,86.0
3/18/2023,Stadium-Armory,164.0
3/18/2023,Naylor Road,94.0
3/18/2023,Suitland,146.0
3/18/2023,Minnesota Ave,96.0
3/18/2023,Branch Ave,226.0
3/18/2023,Deanwood,76.0
3/18/2023,Benning Road,160.0
3/18/2023,Cheverly,50.0
3/18/2023,Capitol Heights,114.0
3/18/2023,Landover,73.0
3/18/2023,New Carrollton,331.0
3/18/2023,Addison Road,119.0
3/18/2023,Morgan Boulevard,58.0
3/18/2023,Downtown Largo,154.0
3/25/2023,Ashburn,112.0
3/25/2023,Loudoun Gateway,16.0
3/25/2023,Dulles Airport,269.0
3/25/2023,Innovation Center,82.0
3/25/2023,Herndon,45.0
3/25/2023,Reston Town Center,38.0
3/25/2023,Vienna,377.0
3/25/2023,Wiehle-Reston East,146.0
3/25/2023,Spring Hill,77.0
3/25/2023,Dunn Loring,149.0
3/25/2023,Tysons,67.0
3/25/2023,West Falls Church,66.0
3/25/2023,McLean,51.0
3/25/2023,Shady Grove,567.0
3/25/2023,East Falls Church,248.0
3/25/2023,Rockville,178.0
3/25/2023,Ballston-MU,362.0
3/25/2023,Twinbrook,196.0
3/25/2023,Virginia Sq-GMU,109.0
3/25/2023,North Bethesda,89.0
3/25/2023,Clarendon,100.0
3/25/2023,Court House,221.0
3/25/2023,Franconia-Springfield,316.0
3/25/2023,Medical Center,77.0
3/25/2023,Rosslyn,363.0
3/25/2023,Bethesda,246.0
3/25/2023,Friendship Heights,150.0
3/25/2023,Tenleytown-AU,106.0
3/25/2023,Van Ness-UDC,170.0
3/25/2023,Foggy Bottom-GWU,380.0
3/25/2023,Cleveland Park,87.0
3/25/2023,Pentagon City,348.0
3/25/2023,Woodley Park,148.0
3/25/2023,Pentagon,131.0
3/25/2023,Farragut West,172.0
3/25/2023,Dupont Circle,309.0
3/25/2023,Crystal City,482.0
3/25/2023,Farragut North,135.0
3/25/2023,McPherson Sq,268.0
3/25/2023,King St-Old Town,492.0
3/25/2023,Ronald Reagan Washington National Airport,309.0
3/25/2023,Eisenhower Ave,80.0
3/25/2023,Huntington,274.0
3/25/2023,Smithsonian,188.0
3/25/2023,Federal Triangle,13.0
3/25/2023,Metro Center,275.0
3/25/2023,Columbia Heights,441.0
3/25/2023,Glenmont,269.0
3/25/2023,Silver Spring,460.0
3/25/2023,Wheaton,165.0
3/25/2023,Forest Glen,78.0
3/25/2023,Takoma,186.0
3/25/2023,U Street,133.0
3/25/2023,Georgia Ave-Petworth,253.0
3/25/2023,Shaw-Howard U,122.0
3/25/2023,L'Enfant Plaza,208.0
3/25/2023,Archives,33.0
3/25/2023,Gallery Place,206.0
3/25/2023,Mt Vernon Sq,113.0
3/25/2023,Waterfront,108.0
3/25/2023,Federal Center SW,59.0
3/25/2023,Judiciary Square,55.0
3/25/2023,Navy Yard-Ballpark,199.0
3/25/2023,Capitol South,67.0
3/25/2023,Hyattsville Crossing,251.0
3/25/2023,Union Station,358.0
3/25/2023,Rhode Island Ave,236.0
3/25/2023,NoMa-Gallaudet U,361.0
3/25/2023,Brookland-CUA,158.0
3/25/2023,Eastern Market,123.0
3/25/2023,College Park-U of Md,119.0
3/25/2023,Anacostia,227.0
3/25/2023,Potomac Ave,151.0
3/25/2023,Greenbelt,403.0
3/25/2023,Congress Heights,105.0
3/25/2023,Southern Ave,179.0
3/25/2023,Stadium-Armory,119.0
3/25/2023,Naylor Road,82.0
3/25/2023,Suitland,128.0
3/25/2023,Minnesota Ave,87.0
3/25/2023,Branch Ave,159.0
3/25/2023,Deanwood,83.0
3/25/2023,Benning Road,156.0
3/25/2023,Capitol Heights,91.0
3/25/2023,Landover,58.0
3/25/2023,New Carrollton,247.0
3/25/2023,Addison Road,130.0
3/25/2023,Morgan Boulevard,53.0
3/25/2023,Downtown Largo,136.0
3/4/2023,Ashburn,54.0
3/4/2023,Loudoun Gateway,4.0
3/4/2023,Dulles Airport,293.0
3/4/2023,Innovation Center,28.0
3/4/2023,Herndon,44.0
3/4/2023,Reston Town Center,81.0
3/4/2023,Vienna,187.0
3/4/2023,Wiehle-Reston East,128.0
3/4/2023,Spring Hill,48.0
3/4/2023,Dunn Loring,138.0
3/4/2023,Greensboro,92.0
3/4/2023,Tysons,442.0
3/4/2023,McLean,151.0
3/4/2023,Shady Grove,181.0
3/4/2023,East Falls Church,147.0
3/4/2023,Rockville,146.0
3/4/2023,Ballston-MU,734.0
3/4/2023,Twinbrook,152.0
3/4/2023,Virginia Sq-GMU,189.0
3/4/2023,North Bethesda,137.0
3/4/2023,Clarendon,472.0
3/4/2023,Grosvenor-Strathmore,104.0
3/4/2023,Court House,292.0
3/4/2023,Franconia-Springfield,125.0
3/4/2023,Medical Center,86.0
3/4/2023,Rosslyn,617.0
3/4/2023,Bethesda,441.0
3/4/2023,Friendship Heights,320.0
3/4/2023,Tenleytown-AU,519.0
3/4/2023,Arlington Cemetery,2.0
3/4/2023,Van Ness-UDC,206.0
3/4/2023,Cleveland Park,282.0
3/4/2023,Pentagon City,833.0
3/4/2023,Woodley Park,433.0
3/4/2023,Pentagon,80.0
3/4/2023,Dupont Circle,1405.0
3/4/2023,Farragut North,817.0
3/4/2023,McPherson Sq,650.0
3/4/2023,King St-Old Town,428.0
3/4/2023,Ronald Reagan Washington National Airport,835.0
3/4/2023,Braddock Road,120.0
3/4/2023,Eisenhower Ave,102.0
3/4/2023,Huntington,147.0
3/4/2023,Federal Triangle,114.0
3/4/2023,Metro Center,2266.0
3/4/2023,Columbia Heights,802.0
3/4/2023,Glenmont,107.0
3/4/2023,Silver Spring,537.0
3/4/2023,Forest Glen,36.0
3/4/2023,Takoma,157.0
3/4/2023,U Street,1135.0
3/4/2023,Georgia Ave-Petworth,298.0
3/4/2023,Shaw-Howard U,415.0
3/4/2023,L'Enfant Plaza,602.0
3/4/2023,Archives,244.0
3/4/2023,Gallery Place,4376.0
3/4/2023,Mt Vernon Sq,493.0
3/4/2023,Fort Totten,215.0
3/4/2023,Waterfront,570.0
3/4/2023,Federal Center SW,85.0
3/4/2023,Judiciary Square,190.0
3/4/2023,Navy Yard-Ballpark,781.0
3/4/2023,West Hyattsville,73.0
3/4/2023,Hyattsville Crossing,174.0
3/4/2023,Union Station,951.0
3/4/2023,Rhode Island Ave,327.0
3/4/2023,NoMa-Gallaudet U,895.0
3/4/2023,Brookland-CUA,178.0
3/4/2023,Eastern Market,511.0
3/4/2023,College Park-U of Md,253.0
3/4/2023,Anacostia,165.0
3/4/2023,Potomac Ave,150.0
3/4/2023,Greenbelt,105.0
3/4/2023,Congress Heights,127.0
3/4/2023,Southern Ave,94.0
3/4/2023,Stadium-Armory,117.0
3/4/2023,Naylor Road,39.0
3/4/2023,Minnesota Ave,39.0
3/4/2023,Branch Ave,63.0
3/4/2023,Deanwood,31.0
3/4/2023,Benning Road,53.0
3/4/2023,Cheverly,5.0
3/4/2023,Capitol Heights,27.0
3/4/2023,Landover,16.0
3/4/2023,New Carrollton,73.0
3/4/2023,Addison Road,103.0
3/11/2023,Ashburn,55.0
3/11/2023,Loudoun Gateway,15.0
3/11/2023,Dulles Airport,344.0
3/11/2023,Innovation Center,38.0
3/11/2023,Herndon,40.0
3/11/2023,Reston Town Center,74.0
3/11/2023,Vienna,219.0
3/11/2023,Wiehle-Reston East,115.0
3/11/2023,Spring Hill,58.0
3/11/2023,Dunn Loring,95.0
3/11/2023,Greensboro,100.0
3/11/2023,Tysons,493.0
3/11/2023,McLean,96.0
3/11/2023,Shady Grove,205.0
3/11/2023,East Falls Church,123.0
3/11/2023,Rockville,133.0
3/11/2023,Ballston-MU,639.0
3/11/2023,Virginia Sq-GMU,193.0
3/11/2023,North Bethesda,118.0
3/11/2023,Clarendon,477.0
3/11/2023,Grosvenor-Strathmore,130.0
3/11/2023,Court House,361.0
3/11/2023,Franconia-Springfield,152.0
3/11/2023,Medical Center,100.0
3/11/2023,Rosslyn,540.0
3/11/2023,Bethesda,413.0
3/11/2023,Van Dorn Street,72.0
3/11/2023,Friendship Heights,308.0
3/11/2023,Tenleytown-AU,239.0
3/11/2023,Arlington Cemetery,3.0
3/11/2023,Van Ness-UDC,186.0
3/11/2023,Foggy Bottom-GWU,1467.0
3/11/2023,Cleveland Park,258.0
3/11/2023,Pentagon City,767.0
3/11/2023,Woodley Park,367.0
3/11/2023,Pentagon,122.0
3/11/2023,Farragut West,767.0
3/11/2023,Dupont Circle,1533.0
3/11/2023,Crystal City,292.0
3/11/2023,Farragut North,894.0
3/11/2023,McPherson Sq,691.0
3/11/2023,King St-Old Town,387.0
